Kod TERYT,Nazwa województwa,Rok zgonu,Miesiąc zgonu,Liczba zgonów
26,ŚWIĘTOKRZYSKIE,2016,04,1121
26,ŚWIĘTOKRZYSKIE,2016,05,1164
26,ŚWIĘTOKRZYSKIE,2016,06,1089
26,ŚWIĘTOKRZYSKIE,2016,07,1121
26,ŚWIĘTOKRZYSKIE,2016,08,1051
26,ŚWIĘTOKRZYSKIE,2016,09,1057
26,ŚWIĘTOKRZYSKIE,2016,10,1208
26,ŚWIĘTOKRZYSKIE,2016,11,1175
26,ŚWIĘTOKRZYSKIE,2016,12,1437
28,WARMIŃSKO-MAZURSKIE,2016,01,1268
28,WARMIŃSKO-MAZURSKIE,2016,02,1149
28,WARMIŃSKO-MAZURSKIE,2016,03,1257
28,WARMIŃSKO-MAZURSKIE,2016,04,1124
28,WARMIŃSKO-MAZURSKIE,2016,05,1163
28,WARMIŃSKO-MAZURSKIE,2016,06,1078
28,WARMIŃSKO-MAZURSKIE,2016,07,1114
28,WARMIŃSKO-MAZURSKIE,2016,08,1123
28,WARMIŃSKO-MAZURSKIE,2016,09,1063
28,WARMIŃSKO-MAZURSKIE,2016,10,1229
28,WARMIŃSKO-MAZURSKIE,2016,11,1150
28,WARMIŃSKO-MAZURSKIE,2016,12,1218
30,WIELKOPOLSKIE,2016,01,2933
30,WIELKOPOLSKIE,2016,02,2759
30,WIELKOPOLSKIE,2016,03,2913
30,WIELKOPOLSKIE,2016,04,2677
30,WIELKOPOLSKIE,2016,05,2691
30,WIELKOPOLSKIE,2016,06,2531
30,WIELKOPOLSKIE,2016,07,2582
30,WIELKOPOLSKIE,2016,08,2521
30,WIELKOPOLSKIE,2016,09,2476
30,WIELKOPOLSKIE,2016,10,2786
30,WIELKOPOLSKIE,2016,11,2751
30,WIELKOPOLSKIE,2016,12,3016
32,ZACHODNIOPOMORSKIE,2016,01,1573
32,ZACHODNIOPOMORSKIE,2016,02,1516
32,ZACHODNIOPOMORSKIE,2016,03,1598
32,ZACHODNIOPOMORSKIE,2016,04,1357
32,ZACHODNIOPOMORSKIE,2016,05,1455
32,ZACHODNIOPOMORSKIE,2016,06,1278
32,ZACHODNIOPOMORSKIE,2016,07,1301
32,ZACHODNIOPOMORSKIE,2016,08,1390
32,ZACHODNIOPOMORSKIE,2016,09,1257
32,ZACHODNIOPOMORSKIE,2016,10,1490
32,ZACHODNIOPOMORSKIE,2016,11,1457
32,ZACHODNIOPOMORSKIE,2016,12,1532
02,DOLNOŚLĄSKIE,2015,09,2356
02,DOLNOŚLĄSKIE,2015,10,2612
02,DOLNOŚLĄSKIE,2015,11,2464
02,DOLNOŚLĄSKIE,2015,12,2679
04,KUJAWSKO-POMORSKIE,2015,09,1507
04,KUJAWSKO-POMORSKIE,2015,10,1679
04,KUJAWSKO-POMORSKIE,2015,11,1621
04,KUJAWSKO-POMORSKIE,2015,12,1812
06,LUBELSKIE,2015,09,1587
06,LUBELSKIE,2015,10,1871
06,LUBELSKIE,2015,11,1815
06,LUBELSKIE,2015,12,1959
08,LUBUSKIE,2015,09,725
08,LUBUSKIE,2015,10,839
08,LUBUSKIE,2015,11,847
08,LUBUSKIE,2015,12,873
10,ŁÓDZKIE,2015,09,2164
10,ŁÓDZKIE,2015,10,2508
10,ŁÓDZKIE,2015,11,2513
10,ŁÓDZKIE,2015,12,2631
12,MAŁOPOLSKIE,2015,09,2424
12,MAŁOPOLSKIE,2015,10,2692
12,MAŁOPOLSKIE,2015,11,2429
12,MAŁOPOLSKIE,2015,12,2658
14,MAZOWIECKIE,2015,09,4286
14,MAZOWIECKIE,2015,10,4893
14,MAZOWIECKIE,2015,11,4664
14,MAZOWIECKIE,2015,12,4764
16,OPOLSKIE,2015,09,794
16,OPOLSKIE,2015,10,863
16,OPOLSKIE,2015,11,872
16,OPOLSKIE,2015,12,899
18,PODKARPACKIE,2015,09,1470
18,PODKARPACKIE,2015,10,1561
18,PODKARPACKIE,2015,11,1595
18,PODKARPACKIE,2015,12,1546
20,PODLASKIE,2015,09,1014
20,PODLASKIE,2015,10,1083
20,PODLASKIE,2015,11,968
20,PODLASKIE,2015,12,1000
22,POMORSKIE,2015,09,1667
22,POMORSKIE,2015,10,1805
22,POMORSKIE,2015,11,1790
22,POMORSKIE,2015,12,1845
24,ŚLĄSKIE,2015,09,3776
24,ŚLĄSKIE,2015,10,4227
24,ŚLĄSKIE,2015,11,4116
24,ŚLĄSKIE,2015,12,4272
26,ŚWIĘTOKRZYSKIE,2015,09,1011
26,ŚWIĘTOKRZYSKIE,2015,10,1190
26,ŚWIĘTOKRZYSKIE,2015,11,1139
26,ŚWIĘTOKRZYSKIE,2015,12,1189
28,WARMIŃSKO-MAZURSKIE,2015,09,1020
28,WARMIŃSKO-MAZURSKIE,2015,10,1174
28,WARMIŃSKO-MAZURSKIE,2015,11,1100
28,WARMIŃSKO-MAZURSKIE,2015,12,1175
30,WIELKOPOLSKIE,2015,09,2423
30,WIELKOPOLSKIE,2015,10,2750
30,WIELKOPOLSKIE,2015,11,2781
30,WIELKOPOLSKIE,2015,12,2752
32,ZACHODNIOPOMORSKIE,2015,09,1351
32,ZACHODNIOPOMORSKIE,2015,10,1443
32,ZACHODNIOPOMORSKIE,2015,11,1419
32,ZACHODNIOPOMORSKIE,2015,12,1470
